,Community Area,Date,ASSAULT_Arrest,BATTERY_Arrest,CRIMINAL DAMAGE_Arrest,THEFT_Arrest,ASSAULT_Count,BATTERY_Count,CRIMINAL DAMAGE_Count,THEFT_Count,ASSAULT_Domestic,BATTERY_Domestic,CRIMINAL DAMAGE_Domestic,THEFT_Domestic
4665,38.0,2016-04-30,1,12,0,7,18,45,31,52,6,29,5,2
4666,38.0,2016-05-31,2,11,2,5,17,52,40,60,9,32,9,3
4667,38.0,2016-06-30,8,13,2,4,31,70,41,62,10,44,8,5
4668,38.0,2016-07-31,3,7,3,6,25,66,43,83,6,40,5,6
4669,38.0,2016-08-31,4,20,3,8,34,83,48,76,15,50,6,4
4670,38.0,2016-09-30,3,9,2,6,23,55,50,66,6,41,5,4
4671,38.0,2016-10-31,2,12,1,11,19,59,37,70,6,34,4,3
4672,38.0,2016-11-30,1,7,3,4,18,55,31,52,6,36,6,5
4673,38.0,2016-12-31,2,7,0,5,16,35,28,52,7,23,2,2
4674,38.0,2017-01-31,2,6,0,2,15,46,26,42,5,33,2,1
4675,38.0,2017-02-28,1,12,1,3,19,58,37,48,5,35,3,1
4676,38.0,2017-03-31,3,8,1,6,23,48,31,61,7,25,6,3
4677,38.0,2017-04-30,2,6,1,4,20,60,37,51,5,38,6,6
4678,38.0,2017-05-31,6,10,2,6,29,55,29,61,8,39,2,3
4679,38.0,2017-06-30,4,16,2,5,25,70,28,49,10,39,3,3
4680,38.0,2017-07-31,1,13,1,4,21,74,43,53,6,49,5,4
4681,38.0,2017-08-31,5,10,2,2,32,81,28,59,8,46,3,2
4682,38.0,2017-09-30,1,11,0,3,22,49,27,58,9,24,4,5
4683,38.0,2017-10-31,4,12,1,8,32,72,46,61,7,42,2,5
4684,38.0,2017-11-30,3,14,2,5,22,79,32,50,5,48,8,1
4685,38.0,2017-12-31,3,11,2,4,26,52,23,54,7,35,3,7
4686,38.0,2018-01-31,4,13,0,3,17,53,27,44,1,31,4,4
4687,38.0,2018-02-28,3,15,1,4,18,61,25,34,7,34,5,5
4688,38.0,2018-03-31,3,15,3,2,31,47,40,46,11,24,12,4
4689,38.0,2018-04-30,1,15,0,6,19,71,33,60,7,35,4,3
4690,38.0,2018-05-31,4,9,3,0,33,76,44,59,12,46,9,6
4691,38.0,2018-06-30,2,14,1,4,22,63,36,59,4,37,5,6
4692,38.0,2018-07-31,1,18,2,3,17,87,39,62,2,57,7,3
4693,38.0,2018-08-31,4,9,4,2,21,71,32,55,9,49,3,3
4694,38.0,2018-09-30,6,11,1,4,33,54,23,53,12,33,7,3
4695,38.0,2018-10-31,4,10,2,4,30,48,21,43,12,30,8,1
4696,38.0,2018-11-30,5,19,3,8,18,75,22,41,10,37,6,4
4697,38.0,2018-12-31,3,10,1,2,23,56,26,58,6,35,6,5
4698,38.0,2019-01-31,7,10,2,6,22,58,13,36,6,36,4,2
4699,38.0,2019-02-28,0,10,2,8,12,50,28,43,5,40,2,4
4700,38.0,2019-03-31,2,18,5,3,15,68,25,42,5,41,10,4
4701,38.0,2019-04-30,3,14,0,8,20,53,15,64,5,34,1,9
4702,38.0,2019-05-31,8,18,5,2,36,85,31,53,11,42,4,3
4703,38.0,2019-06-30,4,26,4,2,22,78,43,83,5,42,9,5
4704,38.0,2019-07-31,4,17,3,10,30,58,35,78,11,31,8,3
4705,38.0,2019-08-31,2,15,3,8,25,75,37,64,11,47,14,4
4706,38.0,2019-09-30,4,13,2,2,26,81,35,67,6,50,9,8
4707,38.0,2019-10-31,4,14,2,0,31,62,33,48,11,50,10,4
4708,38.0,2019-11-30,2,6,0,1,18,45,27,61,3,28,5,8
4709,38.0,2019-12-31,2,9,2,3,21,63,26,61,6,41,8,8
4710,38.0,2020-01-31,2,11,0,3,25,54,22,42,5,30,4,3
4711,38.0,2020-02-29,5,15,1,6,25,48,27,61,5,25,6,5
4712,38.0,2020-03-31,0,17,3,7,20,63,23,36,8,37,4,6
4713,38.0,2020-04-30,0,9,2,1,19,48,21,30,4,29,3,6
4714,38.0,2020-05-31,6,5,3,3,23,53,35,40,5,32,6,0
4715,38.0,2020-06-30,3,5,0,1,27,65,66,33,12,30,9,0
4716,38.0,2020-07-31,4,3,3,1,26,59,52,47,12,36,9,8
4717,38.0,2020-08-31,2,4,3,2,30,64,35,57,11,31,10,4
4718,38.0,2020-09-30,2,6,1,2,24,56,26,43,5,33,9,4
4719,38.0,2020-10-31,1,5,1,2,23,35,28,45,4,18,9,2
4720,38.0,2020-11-30,2,2,2,2,31,43,25,52,7,29,5,3
4721,38.0,2020-12-31,1,2,2,0,22,45,28,34,6,30,5,6
4722,38.0,2021-01-31,1,5,2,3,21,45,31,34,9,28,9,6
4723,38.0,2021-02-28,2,8,0,4,31,43,25,27,7,24,2,3
4724,38.0,2021-03-31,1,6,4,2,20,38,24,31,6,26,8,3
4725,38.0,2021-04-30,3,5,1,2,25,41,22,35,9,23,6,6
4726,38.0,2021-05-31,0,8,1,1,18,53,34,27,3,38,13,9
4727,38.0,2021-06-30,2,5,0,2,39,61,34,37,15,30,11,5
4728,38.0,2021-07-31,1,3,4,2,31,44,41,29,10,27,8,1
4729,38.0,2021-08-31,2,1,1,1,31,38,33,45,15,24,5,6
4730,38.0,2021-09-30,3,8,1,0,36,52,34,39,14,26,8,1
4731,38.0,2021-10-31,2,4,1,0,30,48,28,49,12,28,7,5
4732,38.0,2021-11-30,4,8,0,0,31,47,30,46,13,22,6,4
4733,38.0,2021-12-31,0,2,0,1,21,39,24,53,8,27,6,5
4734,38.0,2022-01-31,0,6,0,0,16,52,36,47,5,30,8,5
4735,38.0,2022-02-28,0,7,0,2,16,43,23,35,4,29,4,4
4736,38.0,2022-03-31,2,6,0,1,26,54,26,52,7,29,6,5
4737,38.0,2022-04-30,2,5,1,1,26,40,28,38,6,26,4,5
4738,38.0,2022-05-31,2,8,0,0,25,51,29,56,12,29,8,8
4739,38.0,2022-06-30,2,4,2,1,23,49,38,50,7,29,16,5
4740,38.0,2022-07-31,3,4,2,2,26,46,47,57,9,30,4,6
4741,38.0,2022-08-31,2,6,0,0,24,57,44,56,7,31,3,3
4742,38.0,2022-09-30,2,7,0,1,31,48,41,49,6,28,4,4
4743,38.0,2022-10-31,6,11,1,0,35,62,48,54,10,32,6,5
4744,38.0,2022-11-30,1,10,0,1,23,48,41,45,6,24,4,3
4745,38.0,2022-12-31,3,5,1,0,28,42,34,47,8,27,4,5
4746,38.0,2023-01-31,2,3,0,2,36,48,38,41,10,32,4,2
4747,38.0,2023-02-28,4,8,2,0,27,47,31,43,4,35,3,3
4748,38.0,2023-03-31,4,4,1,1,36,41,35,48,10,20,9,5
4749,38.0,2023-04-30,3,13,1,0,33,66,53,54,16,31,6,2
4750,38.0,2023-05-31,2,6,4,2,32,61,42,63,7,31,5,7
4751,38.0,2023-06-30,1,9,2,0,49,83,62,54,13,51,11,7
4752,38.0,2023-07-31,2,7,4,1,26,51,66,54,9,37,12,10
4753,38.0,2023-08-31,6,17,3,1,33,66,48,61,12,28,10,5
4754,38.0,2023-09-30,3,5,0,1,19,67,36,68,10,44,8,3
4755,38.0,2023-10-31,2,7,0,0,35,54,39,56,9,32,6,3
4756,38.0,2023-11-30,2,8,0,1,30,57,36,41,10,36,4,0
4757,38.0,2023-12-31,4,5,0,1,36,62,37,59,10,42,3,4
4758,38.0,2024-01-31,1,13,1,0,24,67,40,47,8,39,6,3
4759,38.0,2024-02-29,1,11,0,1,22,53,46,39,9,30,9,2
4760,38.0,2024-03-31,4,7,3,0,36,60,43,51,9,34,8,4
4761,38.0,2024-04-30,4,6,0,1,35,54,41,57,12,36,9,5
4762,38.0,2024-05-31,5,7,1,1,39,58,39,59,15,37,3,2
4763,38.0,2024-06-30,4,10,3,1,33,51,52,70,16,28,11,3
4764,38.0,2024-07-31,6,5,2,1,39,44,43,78,11,30,11,7
4765,38.0,2024-08-31,7,11,1,3,35,64,79,93,7,32,7,7
4766,38.0,2024-09-30,1,6,2,3,27,55,53,73,4,33,7,5
4767,38.0,2024-10-31,1,8,0,5,26,52,44,74,4,32,7,8
4768,38.0,2024-11-30,2,12,2,5,33,64,29,85,10,36,1,7
4769,38.0,2024-12-31,3,6,0,2,24,56,27,76,10,40,6,4
4770,38.0,2025-01-31,5,5,2,2,37,44,34,51,7,25,4,6
4771,38.0,2025-02-28,4,8,1,4,24,47,14,36,17,30,1,2
4772,38.0,2025-03-31,4,4,0,3,36,47,22,39,15,31,6,5
4773,38.0,2025-04-30,2,6,2,2,30,42,31,42,9,29,9,4
4774,38.0,2025-05-31,2,3,1,1,32,39,37,59,8,23,7,6
4775,38.0,2025-06-30,1,17,1,3,27,58,36,64,9,38,8,7
4776,38.0,2025-07-31,6,6,2,2,41,43,38,63,14,27,5,6
4777,38.0,2025-08-31,1,14,1,3,26,54,36,62,8,30,8,5
4778,38.0,2025-09-30,1,5,0,5,32,62,34,49,7,43,5,2
4779,38.0,2025-10-31,1,6,0,3,27,46,66,69,8,17,8,4
4780,38.0,2025-11-30,2,9,4,3,24,45,62,43,12,32,5,5
4781,38.0,2025-12-31,1,8,1,2,16,59,56,49,8,44,5,2
4782,38.0,2026-01-31,2,3,1,2,23,28,29,38,7,15,6,4
4783,38.0,2026-02-28,1,13,2,2,23,51,40,48,10,29,5,4
4784,38.0,2026-03-31,2,9,3,1,25,46,55,40,9,33,6,6
4785,38.0,2026-04-30,7,7,1,3,35,48,39,50,15,23,8,5
4786,38.0,2026-05-31,4,10,1,1,34,55,45,56,14,37,7,5
4787,38.0,2026-06-30,3,7,3,1,23,58,39,62,6,41,7,6
4788,39.0,2016-01-31,2,2,0,2,9,19,18,20,2,13,3,1
4789,39.0,2016-02-29,1,4,0,1,7,24,10,19,3,14,0,1
4790,39.0,2016-03-31,0,3,0,0,8,17,7,33,3,11,1,2
4791,39.0,2016-04-30,0,2,0,0,9,20,13,16,3,15,0,1
4792,39.0,2016-05-31,0,3,0,3,4,27,19,26,0,23,3,2
4793,39.0,2016-06-30,4,2,0,3,11,20,13,28,4,8,1,1
4794,39.0,2016-07-31,0,2,0,0,8,27,12,33,2,19,3,0
4795,39.0,2016-08-31,0,7,1,3,8,25,17,35,2,20,1,2
4796,39.0,2016-09-30,0,3,0,2,11,16,10,35,3,13,3,3
4797,39.0,2016-10-31,0,4,0,0,12,35,18,33,4,21,2,2
4798,39.0,2016-11-30,2,4,0,1,16,20,13,29,4,14,4,2
4799,39.0,2016-12-31,0,3,0,1,11,19,16,31,3,14,1,1
4800,39.0,2017-01-31,1,0,1,1,6,23,18,44,2,13,2,2
4801,39.0,2017-02-28,1,4,1,1,9,22,11,22,4,14,1,2
4802,39.0,2017-03-31,1,9,1,0,12,20,13,13,4,10,3,0
4803,39.0,2017-04-30,0,1,1,0,8,8,12,34,2,6,0,4
4804,39.0,2017-05-31,1,4,0,2,10,26,17,33,3,18,2,3
4805,39.0,2017-06-30,0,5,1,1,7,29,16,35,1,20,3,3
4806,39.0,2017-07-31,2,6,2,2,10,32,24,35,2,22,2,3
4807,39.0,2017-08-31,2,2,0,0,14,17,17,43,3,11,1,2
4808,39.0,2017-09-30,1,2,2,2,15,24,9,31,6,17,1,2
4809,39.0,2017-10-31,3,4,2,2,14,19,18,38,6,12,2,4
4810,39.0,2017-11-30,0,3,1,0,6,19,16,34,2,13,2,2
4811,39.0,2017-12-31,0,2,0,4,15,15,9,45,7,10,0,1
4812,39.0,2018-01-31,0,4,0,4,4,17,8,34,1,14,1,2
4813,39.0,2018-02-28,3,4,1,6,8,23,3,20,2,17,0,1
4814,39.0,2018-03-31,1,4,2,4,7,24,45,27,2,19,2,4
4815,39.0,2018-04-30,0,2,0,3,7,18,18,23,2,10,1,0
4816,39.0,2018-05-31,1,1,0,1,11,20,13,30,2,13,1,2
4817,39.0,2018-06-30,1,3,0,2,15,23,20,37,4,8,5,3
4818,39.0,2018-07-31,1,2,0,0,11,30,22,38,4,15,1,1
4819,39.0,2018-08-31,1,0,1,0,9,16,16,32,0,12,4,1
4820,39.0,2018-09-30,1,4,2,1,11,26,5,26,4,18,1,3
4821,39.0,2018-10-31,1,2,0,3,14,20,10,37,3,9,0,1
4822,39.0,2018-11-30,1,1,0,3,12,24,17,36,1,15,2,2
4823,39.0,2018-12-31,0,3,2,3,9,21,9,32,5,13,3,0
4824,39.0,2019-01-31,1,6,0,0,9,25,9,29,2,18,1,3
4825,39.0,2019-02-28,1,4,0,0,7,19,9,19,2,10,1,0
4826,39.0,2019-03-31,2,3,1,5,8,12,7,22,1,8,2,2
4827,39.0,2019-04-30,0,5,0,2,7,19,8,27,3,12,2,3
4828,39.0,2019-05-31,1,2,0,0,9,27,14,30,2,20,4,0
4829,39.0,2019-06-30,1,6,1,1,13,23,18,31,3,14,2,3
4830,39.0,2019-07-31,2,1,0,2,15,18,11,36,3,12,2,2
4831,39.0,2019-08-31,2,3,1,2,16,17,13,49,6,13,1,0
4832,39.0,2019-09-30,1,6,0,1,8,18,14,22,2,13,1,1
4833,39.0,2019-10-31,0,2,0,0,11,22,19,43,4,16,4,3
4834,39.0,2019-11-30,0,4,0,0,7,21,12,30,2,14,1,1
4835,39.0,2019-12-31,3,8,1,1,11,24,19,27,3,15,2,3
4836,39.0,2020-01-31,2,4,1,1,9,23,8,23,1,15,0,3
4837,39.0,2020-02-29,1,2,0,2,6,9,10,20,1,7,3,3
4838,39.0,2020-03-31,0,1,1,1,11,19,8,12,3,13,0,3
4839,39.0,2020-04-30,2,2,0,3,4,22,9,20,2,14,5,0
4840,39.0,2020-05-31,1,3,1,0,8,19,12,14,0,11,3,1
4841,39.0,2020-06-30,1,0,0,1,14,17,14,23,8,10,3,2
4842,39.0,2020-07-31,2,0,0,0,10,24,10,28,4,15,4,3
4843,39.0,2020-08-31,2,2,2,1,12,23,16,23,3,18,2,2
4844,39.0,2020-09-30,0,2,0,0,13,19,13,29,6,7,3,3
4845,39.0,2020-10-31,1,3,1,0,20,30,16,20,5,18,4,2
4846,39.0,2020-11-30,1,3,0,0,10,14,6,16,6,11,0,2
4847,39.0,2020-12-31,2,3,0,0,11,15,8,24,3,11,2,1
4848,39.0,2021-01-31,0,1,4,1,4,14,7,13,3,10,5,1
4849,39.0,2021-02-28,0,1,0,0,11,11,4,14,2,6,1,2
4850,39.0,2021-03-31,1,1,0,0,8,16,7,22,3,10,0,2
4851,39.0,2021-04-30,1,2,0,0,10,19,8,24,1,10,1,4
4852,39.0,2021-05-31,0,1,0,0,12,23,15,36,5,18,2,5
4853,39.0,2021-06-30,1,2,0,0,6,19,17,21,2,15,4,2
4854,39.0,2021-07-31,1,5,0,1,15,25,15,22,3,14,4,3
4855,39.0,2021-08-31,0,3,0,0,17,17,11,31,6,13,2,3
4856,39.0,2021-09-30,1,1,0,1,15,20,9,26,7,14,2,5
4857,39.0,2021-10-31,3,2,1,0,8,23,19,29,2,15,4,1
4858,39.0,2021-11-30,1,0,0,0,11,23,8,30,0,11,3,5
4859,39.0,2021-12-31,0,3,2,0,15,22,14,26,4,12,4,1
4860,39.0,2022-01-31,0,2,0,0,5,20,12,24,1,14,3,4
4861,39.0,2022-02-28,0,2,0,0,12,19,18,21,3,10,1,2
4862,39.0,2022-03-31,0,6,2,0,11,39,14,30,2,27,1,5
4863,39.0,2022-04-30,0,5,0,0,13,24,13,30,3,16,4,5
4864,39.0,2022-05-31,1,2,1,0,12,28,5,27,3,20,2,4
4865,39.0,2022-06-30,0,3,0,1,14,22,20,34,6,15,3,3
4866,39.0,2022-07-31,0,4,0,0,7,28,36,36,1,22,4,4
4867,39.0,2022-08-31,1,1,0,0,20,24,18,41,9,14,2,4
4868,39.0,2022-09-30,1,3,0,0,8,27,15,40,2,16,4,2
4869,39.0,2022-10-31,3,2,0,0,15,33,21,37,5,24,1,2
4870,39.0,2022-11-30,2,5,2,0,14,28,16,49,4,22,1,1
4871,39.0,2022-12-31,3,6,1,0,21,23,45,48,6,13,5,2
4872,39.0,2023-01-31,0,3,2,0,13,22,24,47,5,17,3,4
4873,39.0,2023-02-28,0,6,1,0,18,30,22,26,5,23,3,0
4874,39.0,2023-03-31,1,7,0,0,15,30,10,34,6,22,0,1
4875,39.0,2023-04-30,2,2,0,1,18,27,21,36,5,18,5,4
4876,39.0,2023-05-31,1,1,1,0,20,21,27,30,4,16,7,0
4877,39.0,2023-06-30,4,2,0,0,12,16,28,33,3,12,3,4
4878,39.0,2023-07-31,2,0,0,1,16,32,34,57,5,22,4,3
4879,39.0,2023-08-31,0,4,0,0,14,23,30,45,4,19,3,2
4880,39.0,2023-09-30,1,2,0,0,14,23,35,49,4,12,4,2
4881,39.0,2023-10-31,1,0,0,0,12,26,14,28,6,17,2,0
4882,39.0,2023-11-30,1,5,0,0,13,21,17,32,2,14,2,1
4883,39.0,2023-12-31,0,1,0,0,4,22,19,36,2,13,5,3
4884,39.0,2024-01-31,0,1,2,0,11,16,28,41,1,13,1,3
4885,39.0,2024-02-29,0,5,0,1,15,27,20,42,2,20,1,2
4886,39.0,2024-03-31,0,4,0,0,12,29,13,32,1,19,4,1
4887,39.0,2024-04-30,0,8,0,1,14,20,19,30,8,15,5,0
4888,39.0,2024-05-31,0,2,1,1,15,32,19,43,5,11,4,4
4889,39.0,2024-06-30,2,1,0,0,22,25,17,46,4,18,0,2
4890,39.0,2024-07-31,1,2,1,1,16,26,17,38,7,15,2,0
4891,39.0,2024-08-31,3,3,0,1,19,27,31,38,6,16,4,3
4892,39.0,2024-09-30,3,3,0,1,23,29,30,53,6,20,2,8
4893,39.0,2024-10-31,2,2,0,1,19,25,32,58,3,12,6,2
4894,39.0,2024-11-30,0,7,0,2,16,31,26,47,5,20,3,6
4895,39.0,2024-12-31,0,6,0,1,16,35,27,38,5,28,4,4
4896,39.0,2025-01-31,0,6,1,0,19,20,19,38,7,14,1,1
4897,39.0,2025-02-28,2,4,1,2,11,18,12,28,6,13,3,1
4898,39.0,2025-03-31,0,5,2,0,18,27,25,38,6,18,4,2
4899,39.0,2025-04-30,3,3,3,1,12,29,36,39,7,14,9,8
4900,39.0,2025-05-31,1,5,2,0,17,24,32,52,3,15,8,4
4901,39.0,2025-06-30,0,7,0,0,15,36,28,39,5,27,3,2
4902,39.0,2025-07-31,4,5,1,2,18,34,36,58,5,25,5,3
4903,39.0,2025-08-31,4,7,0,2,16,32,27,56,3,19,6,6
4904,39.0,2025-09-30,1,3,0,1,14,29,23,44,5,14,2,1
4905,39.0,2025-10-31,1,1,1,0,19,19,42,48,7,10,7,4
4906,39.0,2025-11-30,3,6,1,1,18,29,16,40,6,18,2,2
4907,39.0,2025-12-31,1,5,0,0,7,29,34,32,2,20,3,4
4908,39.0,2026-01-31,0,3,1,0,11,37,13,30,4,25,1,4
4909,39.0,2026-02-28,3,4,0,0,16,21,22,26,5,17,3,3
4910,39.0,2026-03-31,3,5,2,0,21,25,28,39,13,14,5,4
4911,39.0,2026-04-30,6,5,0,0,26,30,22,31,7,20,5,2
4912,39.0,2026-05-31,1,5,0,0,13,35,32,55,2,27,5,8
4913,39.0,2026-06-30,2,0,4,0,21,30,34,30,4,18,3,2
4914,40.0,2016-01-31,4,7,0,3,19,53,26,24,4,34,4,3
4915,40.0,2016-02-29,2,12,3,3,12,58,25,38,3,33,3,3
4916,40.0,2016-03-31,5,7,5,1,23,54,36,38,7,29,9,5
4917,40.0,2016-04-30,5,13,2,4,16,52,22,30,7,30,4,2
4918,40.0,2016-05-31,4,14,1,3,20,66,21,38,3,44,1,5
4919,40.0,2016-06-30,4,11,2,3,22,56,35,31,10,30,8,2
4920,40.0,2016-07-31,6,16,2,2,22,68,35,46,6,40,8,6
4921,40.0,2016-08-31,0,13,0,3,19,62,42,37,4,47,7,4
4922,40.0,2016-09-30,2,17,1,4,19,46,30,39,8,28,4,7
4923,40.0,2016-10-31,3,8,1,2,22,56,26,37,11,39,2,2
4924,40.0,2016-11-30,5,9,2,3,18,55,29,30,7,37,6,2
4925,40.0,2016-12-31,2,6,0,3,12,55,18,42,6,39,4,5
4926,40.0,2017-01-31,1,9,0,0,20,38,29,21,7,30,6,1
4927,40.0,2017-02-28,2,8,3,1,16,48,17,19,4,30,2,1
4928,40.0,2017-03-31,4,7,2,2,17,62,24,28,4,36,4,6
4929,40.0,2017-04-30,4,10,0,5,27,59,26,45,13,33,3,8
4930,40.0,2017-05-31,3,9,1,3,25,72,33,51,9,42,10,10
4931,40.0,2017-06-30,3,8,2,3,19,70,32,41,6,46,7,3
4932,40.0,2017-07-31,1,11,5,1,21,63,37,29,11,38,7,3
4933,40.0,2017-08-31,8,21,4,6,23,71,32,43,4,47,2,3
4934,40.0,2017-09-30,4,5,1,6,29,54,27,26,12,33,4,4
4935,40.0,2017-10-31,2,8,2,1,16,59,28,34,3,38,9,8
4936,40.0,2017-11-30,5,12,3,1,22,56,31,44,6,38,6,4
4937,40.0,2017-12-31,3,15,5,3,15,61,40,41,3,45,11,2
4938,40.0,2018-01-31,4,16,0,1,26,62,26,29,14,40,6,2
4939,40.0,2018-02-28,2,14,0,2,16,41,40,34,4,32,4,7
4940,40.0,2018-03-31,3,12,3,0,22,50,56,40,6,32,9,5
4941,40.0,2018-04-30,5,5,3,0,23,47,41,31,8,32,7,5
4942,40.0,2018-05-31,3,14,0,3,29,68,69,56,10,40,7,7
4943,40.0,2018-06-30,3,24,2,3,25,89,64,59,8,55,7,4
4944,40.0,2018-07-31,6,17,1,1,29,73,49,52,7,46,7,4
4945,40.0,2018-08-31,3,11,3,1,18,60,29,33,7,38,10,6
4946,40.0,2018-09-30,4,10,1,1,20,55,31,37,8,38,6,1
4947,40.0,2018-10-31,5,7,0,4,20,55,20,20,3,37,6,6
4948,40.0,2018-11-30,2,8,0,3,29,44,26,35,7,31,5,5
4949,40.0,2018-12-31,2,8,1,2,19,35,36,35,9,23,7,10
4950,40.0,2019-01-31,2,5,0,1,18,42,18,22,6,30,3,7
4951,40.0,2019-02-28,1,10,1,0,13,34,18,19,5,20,2,1
4952,40.0,2019-03-31,3,12,0,0,23,42,17,25,9,26,2,3
4953,40.0,2019-04-30,2,12,2,2,19,52,25,23,6,36,7,3
4954,40.0,2019-05-31,0,8,1,1,25,56,32,31,10,35,6,2
4955,40.0,2019-06-30,6,8,0,1,30,47,27,26,8,28,4,4
4956,40.0,2019-07-31,7,14,1,3,27,64,31,32,15,45,5,4
4957,40.0,2019-08-31,2,7,1,0,15,50,29,29,5,35,5,1
4958,40.0,2019-09-30,3,13,1,4,18,67,22,43,7,37,8,5
4959,40.0,2019-10-31,3,11,0,1,18,51,25,37,4,32,4,6
4960,40.0,2019-11-30,5,4,2,0,16,42,25,28,7,25,3,1
4961,40.0,2019-12-31,3,5,1,1,13,33,23,41,6,24,6,3
4962,40.0,2020-01-31,3,8,1,0,20,44,34,32,5,29,9,7
4963,40.0,2020-02-29,2,6,0,0,11,44,13,22,3,30,3,3
4964,40.0,2020-03-31,1,5,2,0,17,30,19,20,6,20,5,1
4965,40.0,2020-04-30,0,1,1,0,12,35,13,14,6,24,6,0
4966,40.0,2020-05-31,0,5,0,0,13,33,18,19,6,27,2,2
4967,40.0,2020-06-30,4,10,0,2,21,57,31,20,9,33,7,5
4968,40.0,2020-07-31,3,12,1,1,22,67,31,29,5,40,6,5
4969,40.0,2020-08-31,3,7,0,0,20,54,29,24,8,36,8,8
4970,40.0,2020-09-30,1,3,0,0,20,19,15,28,10,15,3,5
4971,40.0,2020-10-31,0,6,2,1,7,46,26,22,3,33,5,6
4972,40.0,2020-11-30,1,8,0,0,18,43,22,18,5,33,6,4
4973,40.0,2020-12-31,4,4,0,0,20,39,17,12,6,34,8,3
4974,40.0,2021-01-31,2,4,0,0,20,39,15,14,10,29,4,3
4975,40.0,2021-02-28,1,2,0,0,23,21,16,12,7,17,2,1
4976,40.0,2021-03-31,0,4,1,0,14,35,21,17,5,22,8,2
4977,40.0,2021-04-30,1,1,0,0,15,42,15,19,6,32,6,1
4978,40.0,2021-05-31,1,4,1,1,10,31,20,23,4,23,4,4
4979,40.0,2021-06-30,0,14,0,0,27,58,15,20,10,37,5,3
4980,40.0,2021-07-31,0,10,1,0,17,45,23,28,8,28,8,6
4981,40.0,2021-08-31,3,8,1,0,27,56,24,24,13,41,8,7
4982,40.0,2021-09-30,1,3,1,0,23,45,26,22,9,33,5,6
4983,40.0,2021-10-31,1,5,0,1,22,32,29,16,6,19,8,4
4984,40.0,2021-11-30,1,5,0,0,19,42,16,21,9,30,3,7
4985,40.0,2021-12-31,3,7,0,1,27,39,23,25,7,24,10,6
4986,40.0,2022-01-31,2,7,0,2,19,38,15,13,13,26,3,3
4987,40.0,2022-02-28,2,5,0,1,20,35,13,25,5,26,4,5
4988,40.0,2022-03-31,1,4,0,0,18,41,17,36,9,22,4,5
4989,40.0,2022-04-30,0,7,0,0,17,35,25,28,4,25,5,3
4990,40.0,2022-05-31,1,6,1,1,23,37,13,36,11,24,2,3
4991,40.0,2022-06-30,3,3,0,0,28,34,26,29,16,23,4,4
4992,40.0,2022-07-31,1,3,0,0,19,51,21,25,9,29,7,8
4993,40.0,2022-08-31,3,11,1,0,17,50,38,26,9,32,7,0
4994,40.0,2022-09-30,1,5,0,0,25,36,23,24,9,24,5,3
4995,40.0,2022-10-31,4,2,2,0,13,40,19,23,9,21,6,2
4996,40.0,2022-11-30,2,5,2,0,16,35,28,29,9,20,6,3
4997,40.0,2022-12-31,2,2,0,1,24,31,16,32,9,19,2,3
4998,40.0,2023-01-31,0,4,0,2,25,50,23,31,7,33,5,8
4999,40.0,2023-02-28,0,6,1,0,20,48,26,15,6,29,11,1
5000,40.0,2023-03-31,3,6,1,0,17,44,20,17,7,24,7,0
5001,40.0,2023-04-30,1,7,0,0,16,44,22,26,8,27,7,4
5002,40.0,2023-05-31,1,8,0,0,28,53,24,24,11,29,4,9
5003,40.0,2023-06-30,0,6,3,0,23,45,40,36,8,26,6,7
5004,40.0,2023-07-31,6,4,1,1,31,42,38,50,12,27,4,7
5005,40.0,2023-08-31,4,4,0,0,26,41,31,24,11,28,6,1
5006,40.0,2023-09-30,1,5,2,0,17,46,29,28,10,25,6,5
5007,40.0,2023-10-31,1,6,2,0,20,56,29,33,7,38,8,0
5008,40.0,2023-11-30,3,5,0,1,17,48,28,20,9,32,5,4
5009,40.0,2023-12-31,3,7,0,1,24,51,21,38,12,35,3,1
5010,40.0,2024-01-31,2,4,1,1,20,32,26,24,6,23,7,2
5011,40.0,2024-02-29,1,4,0,0,18,45,18,27,6,30,1,7
5012,40.0,2024-03-31,0,2,2,0,14,37,23,33,4,25,7,3
5013,40.0,2024-04-30,2,8,0,1,22,44,24,25,13,29,5,2
5014,40.0,2024-05-31,2,11,1,1,31,62,23,25,11,35,5,2
5015,40.0,2024-06-30,1,8,0,0,26,53,25,39,8,32,8,3
5016,40.0,2024-07-31,1,4,1,0,21,55,24,38,10,34,8,3
5017,40.0,2024-08-31,2,10,1,1,23,52,35,29,5,37,4,2
5018,40.0,2024-09-30,4,10,1,1,20,60,25,36,3,40,7,7
5019,40.0,2024-10-31,1,7,0,0,24,53,20,35,9,34,3,5
5020,40.0,2024-11-30,3,8,2,0,16,43,17,31,8,27,3,3
5021,40.0,2024-12-31,6,8,2,0,27,41,28,35,8,29,10,3
5022,40.0,2025-01-31,2,9,3,0,16,42,21,15,4,29,4,2
5023,40.0,2025-02-28,3,7,2,2,12,35,15,23,3,25,6,3
5024,40.0,2025-03-31,5,14,2,0,24,54,41,39,11,42,12,4
5025,40.0,2025-04-30,5,6,2,3,35,50,18,21,18,24,6,4
5026,40.0,2025-05-31,1,7,2,0,27,48,23,38,8,32,8,10
5027,40.0,2025-06-30,1,12,1,2,29,72,50,28,14,46,17,7
5028,40.0,2025-07-31,1,10,4,1,35,53,43,34,17,30,14,3
