,zipcode,metro,date,homes_sold,median_sale_price,median_days_on_market,new_listings,active_listings,pending_sales,inventory,average_sale_to_list_ratio,median_new_listing_price,latitude,longitude
5325,98058,"Seattle, WA metro area",2022-06-30,156.0,793000.0,5.0,243.0,261.0,170.0,89.0,106.43,749999.0,47.4465,-122.1216
5326,98058,"Seattle, WA metro area",2022-07-31,159.0,770000.0,6.0,233.0,261.0,179.0,77.0,103.13,749950.0,47.4465,-122.1216
5327,98058,"Seattle, WA metro area",2022-08-31,168.0,757500.0,11.0,205.0,256.0,167.0,74.0,100.76,749900.0,47.4465,-122.1216
5328,98058,"Seattle, WA metro area",2022-09-30,151.0,718000.0,18.0,154.0,242.0,151.0,74.0,98.98,748000.0,47.4465,-122.1216
5329,98058,"Seattle, WA metro area",2022-10-31,143.0,710000.0,23.0,134.0,211.0,131.0,68.0,98.84,722475.0,47.4465,-122.1216
5330,98058,"Seattle, WA metro area",2022-11-30,115.0,699000.0,23.0,98.0,172.0,102.0,48.0,98.61,704975.0,47.4465,-122.1216
5331,98058,"Seattle, WA metro area",2022-12-31,92.0,690000.0,26.0,64.0,138.0,82.0,39.0,98.47,749975.0,47.4465,-122.1216
5332,98058,"Seattle, WA metro area",2023-01-31,75.0,710000.0,33.0,53.0,117.0,78.0,25.0,98.22,769950.0,47.4465,-122.1216
5333,98058,"Seattle, WA metro area",2023-02-28,69.0,693000.0,36.0,56.0,104.0,83.0,20.0,98.55,775000.0,47.4465,-122.1216
5334,98058,"Seattle, WA metro area",2023-03-31,67.0,710000.0,33.0,84.0,123.0,94.0,22.0,98.66,769975.0,47.4465,-122.1216
5335,98058,"Seattle, WA metro area",2023-04-30,83.0,745000.0,13.0,95.0,119.0,95.0,21.0,99.44,744950.0,47.4465,-122.1216
5336,98058,"Seattle, WA metro area",2023-05-31,90.0,750000.0,6.0,103.0,122.0,99.0,24.0,100.23,749950.0,47.4465,-122.1216
5337,98058,"Seattle, WA metro area",2023-06-30,101.0,750000.0,6.0,108.0,130.0,94.0,34.0,100.62,764975.0,47.4465,-122.1216
5338,98058,"Seattle, WA metro area",2023-07-31,91.0,745000.0,6.0,124.0,144.0,100.0,43.0,100.77,775000.0,47.4465,-122.1216
5339,98058,"Seattle, WA metro area",2023-08-31,98.0,755000.0,6.0,141.0,164.0,106.0,54.0,100.61,775000.0,47.4465,-122.1216
5340,98058,"Seattle, WA metro area",2023-09-30,97.0,750000.0,7.0,118.0,150.0,104.0,38.0,100.8,775000.0,47.4465,-122.1216
5341,98058,"Seattle, WA metro area",2023-10-31,103.0,777000.0,8.0,98.0,141.0,93.0,37.0,100.35,780000.0,47.4465,-122.1216
5342,98058,"Seattle, WA metro area",2023-11-30,88.0,781950.0,13.0,66.0,120.0,82.0,30.0,99.95,781000.0,47.4465,-122.1216
5343,98058,"Seattle, WA metro area",2023-12-31,82.0,817450.0,25.0,63.0,100.0,76.0,24.0,99.21,799000.0,47.4465,-122.1216
5344,98058,"Seattle, WA metro area",2024-01-31,66.0,780000.0,34.0,57.0,93.0,77.0,19.0,98.96,799000.0,47.4465,-122.1216
5345,98058,"Seattle, WA metro area",2024-02-29,68.0,767500.0,27.0,61.0,89.0,75.0,17.0,99.5,795000.0,47.4465,-122.1216
5346,98058,"Seattle, WA metro area",2024-03-31,63.0,765000.0,14.0,88.0,111.0,90.0,19.0,100.76,797000.0,47.4465,-122.1216
5347,98058,"Seattle, WA metro area",2024-04-30,85.0,785000.0,5.0,110.0,129.0,105.0,21.0,103.15,772000.0,47.4465,-122.1216
5348,98058,"Seattle, WA metro area",2024-05-31,105.0,780000.0,5.0,143.0,160.0,122.0,36.0,103.53,799000.0,47.4465,-122.1216
5349,98058,"Seattle, WA metro area",2024-06-30,124.0,765000.0,5.0,152.0,171.0,129.0,43.0,103.0,799000.0,47.4465,-122.1216
5350,98058,"Seattle, WA metro area",2024-07-31,127.0,765000.0,5.0,151.0,171.0,123.0,45.0,101.65,799000.0,47.4465,-122.1216
5351,98058,"Seattle, WA metro area",2024-08-31,124.0,783150.0,6.0,134.0,168.0,121.0,48.0,100.85,799000.0,47.4465,-122.1216
5352,98058,"Seattle, WA metro area",2024-09-30,108.0,808000.0,8.0,139.0,180.0,110.0,66.0,100.77,799975.0,47.4465,-122.1216
5353,98058,"Seattle, WA metro area",2024-10-31,115.0,810000.0,8.0,140.0,185.0,115.0,67.0,100.77,799950.0,47.4465,-122.1216
5354,98058,"Seattle, WA metro area",2024-11-30,109.0,799995.0,10.0,117.0,165.0,119.0,41.0,100.83,799950.0,47.4465,-122.1216
5355,98058,"Seattle, WA metro area",2024-12-31,116.0,800000.0,14.0,76.0,141.0,113.0,19.0,100.2,752000.0,47.4465,-122.1216
5356,98058,"Seattle, WA metro area",2025-01-31,96.0,820000.0,24.0,62.0,128.0,96.0,23.0,99.57,780000.0,47.4465,-122.1216
5357,98058,"Seattle, WA metro area",2025-02-28,87.0,820000.0,24.0,82.0,121.0,93.0,23.0,99.67,799000.0,47.4465,-122.1216
5358,98058,"Seattle, WA metro area",2025-03-31,91.0,815000.0,11.0,92.0,110.0,93.0,18.0,100.58,799475.0,47.4465,-122.1216
5359,98058,"Seattle, WA metro area",2025-04-30,89.0,785000.0,8.0,113.0,135.0,106.0,31.0,100.94,825000.0,47.4465,-122.1216
5360,98058,"Seattle, WA metro area",2025-05-31,105.0,787500.0,6.0,135.0,157.0,104.0,52.0,100.87,839000.0,47.4465,-122.1216
5361,98058,"Seattle, WA metro area",2025-06-30,98.0,802500.0,6.0,161.0,178.0,111.0,59.0,100.66,820000.0,47.4465,-122.1216
5362,98058,"Seattle, WA metro area",2025-07-31,120.0,834500.0,8.0,169.0,200.0,107.0,77.0,100.19,789000.0,47.4465,-122.1216
5363,98058,"Seattle, WA metro area",2025-08-31,109.0,830000.0,10.0,149.0,199.0,108.0,71.0,99.76,774950.0,47.4465,-122.1216
5364,98058,"Seattle, WA metro area",2025-09-30,114.0,775000.0,13.0,138.0,194.0,102.0,73.0,99.32,775000.0,47.4465,-122.1216
5365,98058,"Seattle, WA metro area",2025-10-31,95.0,718000.0,17.0,109.0,184.0,99.0,65.0,99.05,779000.0,47.4465,-122.1216
5366,98058,"Seattle, WA metro area",2025-11-30,91.0,745000.0,25.0,88.0,159.0,85.0,60.0,98.65,772000.0,47.4465,-122.1216
5367,98058,"Seattle, WA metro area",2025-12-31,77.0,759000.0,27.0,55.0,128.0,75.0,36.0,98.42,725000.0,47.4465,-122.1216
5368,98058,"Seattle, WA metro area",2026-01-31,67.0,756000.0,29.0,55.0,118.0,70.0,36.0,98.49,747475.0,47.4465,-122.1216
5369,98058,"Seattle, WA metro area",2026-02-28,64.0,753000.0,22.0,68.0,126.0,76.0,37.0,98.91,797475.0,47.4465,-122.1216
5370,98058,"Seattle, WA metro area",2026-03-31,75.0,769950.0,13.0,98.0,133.0,88.0,42.0,99.45,774980.0,47.4465,-122.1216
5371,98058,"Seattle, WA metro area",2026-04-30,87.0,768000.0,8.0,119.0,151.0,102.0,48.0,100.19,785000.0,47.4465,-122.1216
5372,98058,"Seattle, WA metro area",2026-05-31,102.0,766000.0,7.0,139.0,172.0,119.0,53.0,100.33,749990.0,47.4465,-122.1216
5373,98058,"Seattle, WA metro area",2026-06-30,104.0,760000.0,7.0,156.0,194.0,115.0,78.0,100.48,796250.0,47.4465,-122.1216
5374,98058,"Seattle, WA metro area",2026-07-31,105.0,794286.0,11.0,160.0,208.0,108.0,87.0,100.06,790404.0,47.4465,-122.1216
5375,98059,"Seattle, WA metro area",2016-03-31,115.0,575000.0,18.0,159.0,208.0,171.0,68.0,102.04,594394.0,47.5058,-122.1157
5376,98059,"Seattle, WA metro area",2016-04-30,135.0,560000.0,9.0,207.0,243.0,191.0,87.0,101.95,595900.0,47.5058,-122.1157
5377,98059,"Seattle, WA metro area",2016-05-31,173.0,597900.0,8.0,231.0,278.0,226.0,88.0,101.56,589950.0,47.5058,-122.1157
5378,98059,"Seattle, WA metro area",2016-06-30,186.0,594900.0,7.0,231.0,299.0,227.0,95.0,101.58,549000.0,47.5058,-122.1157
5379,98059,"Seattle, WA metro area",2016-07-31,203.0,585000.0,8.0,232.0,319.0,234.0,96.0,101.78,500000.0,47.5058,-122.1157
5380,98059,"Seattle, WA metro area",2016-08-31,214.0,553500.0,8.0,236.0,321.0,237.0,108.0,101.57,557000.0,47.5058,-122.1157
5381,98059,"Seattle, WA metro area",2016-09-30,190.0,511475.0,13.0,220.0,312.0,229.0,109.0,101.09,500000.0,47.5058,-122.1157
5382,98059,"Seattle, WA metro area",2016-10-31,179.0,480000.0,17.0,172.0,266.0,214.0,90.0,100.77,542500.0,47.5058,-122.1157
5383,98059,"Seattle, WA metro area",2016-11-30,155.0,485000.0,17.0,124.0,230.0,164.0,69.0,101.01,499925.0,47.5058,-122.1157
5384,98059,"Seattle, WA metro area",2016-12-31,161.0,540000.0,25.0,75.0,182.0,117.0,48.0,101.32,549990.0,47.5058,-122.1157
5385,98059,"Seattle, WA metro area",2017-01-31,137.0,555000.0,30.0,71.0,160.0,101.0,25.0,101.19,599900.0,47.5058,-122.1157
5386,98059,"Seattle, WA metro area",2017-02-28,124.0,618500.0,28.0,88.0,156.0,111.0,25.0,101.21,622000.0,47.5058,-122.1157
5387,98059,"Seattle, WA metro area",2017-03-31,113.0,630000.0,9.0,123.0,170.0,123.0,35.0,101.5,600000.0,47.5058,-122.1157
5388,98059,"Seattle, WA metro area",2017-04-30,127.0,630000.0,7.0,148.0,171.0,133.0,37.0,102.84,605000.0,47.5058,-122.1157
5389,98059,"Seattle, WA metro area",2017-05-31,146.0,630250.0,6.0,176.0,200.0,160.0,32.0,103.88,600000.0,47.5058,-122.1157
5390,98059,"Seattle, WA metro area",2017-06-30,172.0,632750.0,6.0,187.0,221.0,183.0,32.0,104.16,600000.0,47.5058,-122.1157
5391,98059,"Seattle, WA metro area",2017-07-31,189.0,640000.0,6.0,192.0,226.0,178.0,45.0,103.72,599475.0,47.5058,-122.1157
5392,98059,"Seattle, WA metro area",2017-08-31,189.0,635000.0,6.0,174.0,205.0,166.0,32.0,102.9,595000.0,47.5058,-122.1157
5393,98059,"Seattle, WA metro area",2017-09-30,174.0,632500.0,7.0,162.0,194.0,146.0,45.0,102.2,599500.0,47.5058,-122.1157
5394,98059,"Seattle, WA metro area",2017-10-31,158.0,644000.0,8.0,139.0,183.0,143.0,38.0,101.45,625000.0,47.5058,-122.1157
5395,98059,"Seattle, WA metro area",2017-11-30,132.0,650000.0,14.0,107.0,138.0,110.0,31.0,101.26,625000.0,47.5058,-122.1157
5396,98059,"Seattle, WA metro area",2017-12-31,111.0,668250.0,12.0,70.0,115.0,85.0,30.0,101.24,647450.0,47.5058,-122.1157
5397,98059,"Seattle, WA metro area",2018-01-31,84.0,647500.0,12.0,54.0,92.0,64.0,27.0,101.5,629950.0,47.5058,-122.1157
5398,98059,"Seattle, WA metro area",2018-02-28,71.0,620000.0,12.0,68.0,99.0,62.0,35.0,101.05,703500.0,47.5058,-122.1157
5399,98059,"Seattle, WA metro area",2018-03-31,64.0,600000.0,8.0,116.0,146.0,99.0,46.0,102.9,710000.0,47.5058,-122.1157
5400,98059,"Seattle, WA metro area",2018-04-30,99.0,625000.0,7.0,166.0,193.0,139.0,57.0,104.53,689975.0,47.5058,-122.1157
5401,98059,"Seattle, WA metro area",2018-05-31,136.0,652500.0,7.0,198.0,233.0,161.0,68.0,104.56,684475.0,47.5058,-122.1157
5402,98059,"Seattle, WA metro area",2018-06-30,157.0,705000.0,7.0,214.0,259.0,166.0,85.0,104.02,669975.0,47.5058,-122.1157
5403,98059,"Seattle, WA metro area",2018-07-31,155.0,705000.0,7.0,215.0,271.0,153.0,109.0,102.88,679900.0,47.5058,-122.1157
5404,98059,"Seattle, WA metro area",2018-08-31,143.0,670000.0,8.0,200.0,264.0,142.0,118.0,101.87,675000.0,47.5058,-122.1157
5405,98059,"Seattle, WA metro area",2018-09-30,124.0,657500.0,9.0,166.0,246.0,126.0,107.0,100.52,675000.0,47.5058,-122.1157
5406,98059,"Seattle, WA metro area",2018-10-31,109.0,655000.0,25.0,127.0,232.0,107.0,97.0,99.32,650000.0,47.5058,-122.1157
5407,98059,"Seattle, WA metro area",2018-11-30,93.0,610000.0,35.0,103.0,217.0,95.0,89.0,98.73,664950.0,47.5058,-122.1157
5408,98059,"Seattle, WA metro area",2018-12-31,91.0,610000.0,49.0,72.0,178.0,77.0,69.0,98.28,665000.0,47.5058,-122.1157
5409,98059,"Seattle, WA metro area",2019-01-31,72.0,565000.0,35.0,73.0,168.0,82.0,66.0,97.54,729500.0,47.5058,-122.1157
5410,98059,"Seattle, WA metro area",2019-02-28,77.0,648375.0,35.0,71.0,157.0,89.0,58.0,98.1,729500.0,47.5058,-122.1157
5411,98059,"Seattle, WA metro area",2019-03-31,79.0,635000.0,48.0,117.0,183.0,108.0,83.0,98.53,725000.0,47.5058,-122.1157
5412,98059,"Seattle, WA metro area",2019-04-30,101.0,700000.0,14.0,139.0,203.0,131.0,78.0,99.71,733300.0,47.5058,-122.1157
5413,98059,"Seattle, WA metro area",2019-05-31,120.0,722500.0,14.0,179.0,236.0,150.0,84.0,99.69,729000.0,47.5058,-122.1157
5414,98059,"Seattle, WA metro area",2019-06-30,137.0,740000.0,10.0,177.0,257.0,156.0,84.0,99.95,725000.0,47.5058,-122.1157
5415,98059,"Seattle, WA metro area",2019-07-31,160.0,729250.0,14.0,185.0,254.0,155.0,95.0,99.55,685975.0,47.5058,-122.1157
5416,98059,"Seattle, WA metro area",2019-08-31,158.0,715000.0,14.0,168.0,246.0,153.0,94.0,99.54,648900.0,47.5058,-122.1157
5417,98059,"Seattle, WA metro area",2019-09-30,148.0,665000.0,13.0,173.0,254.0,155.0,100.0,99.34,645000.0,47.5058,-122.1157
5418,98059,"Seattle, WA metro area",2019-10-31,134.0,635000.0,26.0,144.0,236.0,146.0,85.0,99.04,649000.0,47.5058,-122.1157
5419,98059,"Seattle, WA metro area",2019-11-30,121.0,612000.0,28.0,121.0,213.0,146.0,46.0,99.19,699950.0,47.5058,-122.1157
5420,98059,"Seattle, WA metro area",2019-12-31,136.0,630000.0,33.0,71.0,170.0,119.0,25.0,98.97,699950.0,47.5058,-122.1157
5421,98059,"Seattle, WA metro area",2020-01-31,120.0,632500.0,30.0,75.0,153.0,105.0,27.0,99.25,744450.0,47.5058,-122.1157
5422,98059,"Seattle, WA metro area",2020-02-29,113.0,719000.0,19.0,88.0,128.0,90.0,33.0,99.59,738950.0,47.5058,-122.1157
5423,98059,"Seattle, WA metro area",2020-03-31,87.0,719000.0,6.0,125.0,146.0,95.0,49.0,101.27,739000.0,47.5058,-122.1157
5424,98059,"Seattle, WA metro area",2020-04-30,87.0,719000.0,5.0,120.0,146.0,96.0,52.0,101.9,727498.0,47.5058,-122.1157
5425,98059,"Seattle, WA metro area",2020-05-31,90.0,691000.0,6.0,136.0,168.0,123.0,50.0,101.48,699950.0,47.5058,-122.1157
5426,98059,"Seattle, WA metro area",2020-06-30,108.0,701000.0,7.0,134.0,183.0,144.0,38.0,100.63,686500.0,47.5058,-122.1157
5427,98059,"Seattle, WA metro area",2020-07-31,140.0,710000.0,9.0,159.0,211.0,156.0,54.0,100.64,699950.0,47.5058,-122.1157
5428,98059,"Seattle, WA metro area",2020-08-31,163.0,739900.0,6.0,169.0,219.0,170.0,48.0,100.97,730000.0,47.5058,-122.1157
5429,98059,"Seattle, WA metro area",2020-09-30,178.0,740450.0,6.0,164.0,202.0,171.0,27.0,101.43,727475.0,47.5058,-122.1157
5430,98059,"Seattle, WA metro area",2020-10-31,177.0,785000.0,6.0,150.0,203.0,177.0,20.0,101.63,722475.0,47.5058,-122.1157
5431,98059,"Seattle, WA metro area",2020-11-30,171.0,760000.0,6.0,113.0,161.0,139.0,18.0,101.86,700000.0,47.5058,-122.1157
5432,98059,"Seattle, WA metro area",2020-12-31,150.0,772500.0,6.0,94.0,121.0,110.0,12.0,101.97,699975.0,47.5058,-122.1157
5433,98059,"Seattle, WA metro area",2021-01-31,110.0,759975.0,5.0,81.0,100.0,90.0,15.0,102.53,727500.0,47.5058,-122.1157
5434,98059,"Seattle, WA metro area",2021-02-28,91.0,778000.0,5.0,99.0,114.0,105.0,13.0,104.54,799475.0,47.5058,-122.1157
5435,98059,"Seattle, WA metro area",2021-03-31,105.0,881000.0,5.0,135.0,146.0,138.0,10.0,108.29,859950.0,47.5058,-122.1157
5436,98059,"Seattle, WA metro area",2021-04-30,134.0,914365.0,5.0,170.0,184.0,162.0,23.0,109.89,898000.0,47.5058,-122.1157
5437,98059,"Seattle, WA metro area",2021-05-31,165.0,975000.0,5.0,196.0,209.0,192.0,19.0,111.2,925000.0,47.5058,-122.1157
5438,98059,"Seattle, WA metro area",2021-06-30,183.0,1000000.0,5.0,221.0,231.0,207.0,25.0,110.4,910000.0,47.5058,-122.1157
5439,98059,"Seattle, WA metro area",2021-07-31,199.0,975000.0,5.0,215.0,237.0,210.0,32.0,109.62,899950.0,47.5058,-122.1157
5440,98059,"Seattle, WA metro area",2021-08-31,198.0,1000000.0,5.0,199.0,217.0,215.0,20.0,107.46,840000.0,47.5058,-122.1157
5441,98059,"Seattle, WA metro area",2021-09-30,185.0,880000.0,6.0,161.0,185.0,183.0,20.0,105.72,834975.0,47.5058,-122.1157
5442,98059,"Seattle, WA metro area",2021-10-31,165.0,875000.0,6.0,150.0,182.0,173.0,23.0,104.51,799887.0,47.5058,-122.1157
5443,98059,"Seattle, WA metro area",2021-11-30,161.0,820000.0,6.0,124.0,144.0,132.0,7.0,104.72,789975.0,47.5058,-122.1157
5444,98059,"Seattle, WA metro area",2021-12-31,137.0,855300.0,6.0,93.0,113.0,107.0,3.0,105.88,799999.0,47.5058,-122.1157
5445,98059,"Seattle, WA metro area",2022-01-31,107.0,900000.0,5.0,61.0,83.0,76.0,4.0,108.03,799999.0,47.5058,-122.1157
5446,98059,"Seattle, WA metro area",2022-02-28,69.0,895000.0,5.0,58.0,63.0,57.0,7.0,111.21,945000.0,47.5058,-122.1157
5447,98059,"Seattle, WA metro area",2022-03-31,63.0,1029000.0,5.0,94.0,96.0,84.0,13.0,114.72,979900.0,47.5058,-122.1157
5448,98059,"Seattle, WA metro area",2022-04-30,85.0,1145000.0,5.0,142.0,145.0,119.0,25.0,112.99,987450.0,47.5058,-122.1157
5449,98059,"Seattle, WA metro area",2022-05-31,126.0,1117500.0,5.0,172.0,179.0,148.0,28.0,110.2,959000.0,47.5058,-122.1157
5450,98059,"Seattle, WA metro area",2022-06-30,142.0,1050000.0,5.0,197.0,210.0,138.0,71.0,106.99,935000.0,47.5058,-122.1157
5451,98059,"Seattle, WA metro area",2022-07-31,128.0,1010000.0,6.0,183.0,208.0,133.0,63.0,104.19,970000.0,47.5058,-122.1157
5452,98059,"Seattle, WA metro area",2022-08-31,121.0,950000.0,13.0,170.0,198.0,124.0,59.0,100.2,934495.0,47.5058,-122.1157
5453,98059,"Seattle, WA metro area",2022-09-30,113.0,912000.0,19.0,135.0,205.0,132.0,59.0,98.72,899950.0,47.5058,-122.1157
5454,98059,"Seattle, WA metro area",2022-10-31,124.0,877500.0,22.0,110.0,173.0,109.0,54.0,98.54,825000.0,47.5058,-122.1157
5455,98059,"Seattle, WA metro area",2022-11-30,95.0,850000.0,28.0,79.0,138.0,89.0,38.0,98.24,838988.0,47.5058,-122.1157
5456,98059,"Seattle, WA metro area",2022-12-31,76.0,822500.0,20.0,53.0,110.0,76.0,27.0,98.36,898000.0,47.5058,-122.1157
5457,98059,"Seattle, WA metro area",2023-01-31,56.0,810000.0,29.0,42.0,95.0,66.0,22.0,97.96,1002500.0,47.5058,-122.1157
5458,98059,"Seattle, WA metro area",2023-02-28,48.0,849000.0,26.0,64.0,101.0,79.0,21.0,99.77,962475.0,47.5058,-122.1157
5459,98059,"Seattle, WA metro area",2023-03-31,68.0,875000.0,10.0,78.0,104.0,82.0,20.0,100.53,948475.0,47.5058,-122.1157
5460,98059,"Seattle, WA metro area",2023-04-30,85.0,865000.0,7.0,92.0,112.0,87.0,26.0,101.1,967495.0,47.5058,-122.1157
5461,98059,"Seattle, WA metro area",2023-05-31,96.0,910000.0,6.0,89.0,110.0,85.0,27.0,101.46,988000.0,47.5058,-122.1157
5462,98059,"Seattle, WA metro area",2023-06-30,88.0,972500.0,6.0,102.0,122.0,91.0,25.0,102.43,949000.0,47.5058,-122.1157
5463,98059,"Seattle, WA metro area",2023-07-31,93.0,970000.0,6.0,94.0,119.0,92.0,23.0,102.35,899000.0,47.5058,-122.1157
5464,98059,"Seattle, WA metro area",2023-08-31,94.0,980500.0,6.0,87.0,113.0,87.0,21.0,101.6,899000.0,47.5058,-122.1157
5465,98059,"Seattle, WA metro area",2023-09-30,85.0,930000.0,7.0,63.0,87.0,69.0,18.0,100.57,949900.0,47.5058,-122.1157
5466,98059,"Seattle, WA metro area",2023-10-31,66.0,967975.0,7.0,52.0,75.0,55.0,19.0,100.03,964975.0,47.5058,-122.1157
5467,98059,"Seattle, WA metro area",2023-11-30,52.0,877500.0,13.0,48.0,68.0,44.0,21.0,99.5,799950.0,47.5058,-122.1157
5468,98059,"Seattle, WA metro area",2023-12-31,48.0,817500.0,10.0,39.0,57.0,42.0,10.0,99.57,849950.0,47.5058,-122.1157
5469,98059,"Seattle, WA metro area",2024-01-31,43.0,830000.0,10.0,36.0,55.0,40.0,6.0,100.1,749000.0,47.5058,-122.1157
5470,98059,"Seattle, WA metro area",2024-02-29,42.0,833000.0,8.0,41.0,61.0,44.0,11.0,100.78,899950.0,47.5058,-122.1157
5471,98059,"Seattle, WA metro area",2024-03-31,48.0,1042500.0,5.0,63.0,73.0,58.0,13.0,103.81,999900.0,47.5058,-122.1157
5472,98059,"Seattle, WA metro area",2024-04-30,59.0,1090000.0,5.0,97.0,103.0,85.0,19.0,104.73,1100000.0,47.5058,-122.1157
5473,98059,"Seattle, WA metro area",2024-05-31,89.0,1100005.0,5.0,124.0,135.0,95.0,42.0,105.06,1012450.0,47.5058,-122.1157
5474,98059,"Seattle, WA metro area",2024-06-30,93.0,1163875.0,5.0,133.0,146.0,100.0,49.0,103.76,989500.0,47.5058,-122.1157
5475,98059,"Seattle, WA metro area",2024-07-31,86.0,1054000.0,5.0,137.0,156.0,101.0,54.0,103.26,975000.0,47.5058,-122.1157
5476,98059,"Seattle, WA metro area",2024-08-31,84.0,1054000.0,6.0,127.0,169.0,121.0,42.0,101.03,1100000.0,47.5058,-122.1157
5477,98059,"Seattle, WA metro area",2024-09-30,108.0,1147498.0,7.0,138.0,185.0,125.0,50.0,99.92,1100000.0,47.5058,-122.1157
5478,98059,"Seattle, WA metro area",2024-10-31,131.0,1100000.0,8.0,127.0,179.0,125.0,46.0,99.55,1095000.0,47.5058,-122.1157
5479,98059,"Seattle, WA metro area",2024-11-30,123.0,1010000.0,12.0,107.0,148.0,102.0,36.0,99.55,1059950.0,47.5058,-122.1157
5480,98059,"Seattle, WA metro area",2024-12-31,88.0,950000.0,12.0,67.0,116.0,83.0,25.0,99.68,1098000.0,47.5058,-122.1157
5481,98059,"Seattle, WA metro area",2025-01-31,68.0,927500.0,25.0,59.0,102.0,68.0,28.0,99.66,1100000.0,47.5058,-122.1157
5482,98059,"Seattle, WA metro area",2025-02-28,55.0,930000.0,11.0,69.0,105.0,77.0,32.0,100.13,1100000.0,47.5058,-122.1157
5483,98059,"Seattle, WA metro area",2025-03-31,70.0,1040000.0,6.0,104.0,129.0,88.0,43.0,101.68,1199975.0,47.5058,-122.1157
5484,98059,"Seattle, WA metro area",2025-04-30,79.0,1250000.0,5.0,119.0,147.0,92.0,51.0,102.75,1249995.0,47.5058,-122.1157
5485,98059,"Seattle, WA metro area",2025-05-31,92.0,1275000.0,5.0,148.0,179.0,112.0,64.0,102.51,1249000.0,47.5058,-122.1157
5486,98059,"Seattle, WA metro area",2025-06-30,109.0,1128500.0,6.0,170.0,212.0,120.0,85.0,100.9,1100000.0,47.5058,-122.1157
5487,98059,"Seattle, WA metro area",2025-07-31,116.0,1020000.0,7.0,174.0,225.0,143.0,81.0,99.94,1062500.0,47.5058,-122.1157
5488,98059,"Seattle, WA metro area",2025-08-31,125.0,1015000.0,9.0,149.0,213.0,127.0,76.0,99.43,1044000.0,47.5058,-122.1157
5489,98059,"Seattle, WA metro area",2025-09-30,115.0,1125000.0,14.0,126.0,207.0,127.0,66.0,99.15,1042000.0,47.5058,-122.1157
5490,98059,"Seattle, WA metro area",2025-10-31,113.0,1150000.0,22.0,101.0,178.0,103.0,51.0,98.76,999900.0,47.5058,-122.1157
5491,98059,"Seattle, WA metro area",2025-11-30,94.0,1090000.0,25.0,85.0,157.0,89.0,44.0,98.73,985000.0,47.5058,-122.1157
5492,98059,"Seattle, WA metro area",2025-12-31,83.0,1080000.0,19.0,50.0,114.0,63.0,31.0,98.9,900000.0,47.5058,-122.1157
5493,98059,"Seattle, WA metro area",2026-01-31,69.0,985000.0,28.0,54.0,104.0,58.0,37.0,98.84,1199898.0,47.5058,-122.1157
5494,98059,"Seattle, WA metro area",2026-02-28,63.0,1050000.0,28.0,74.0,116.0,67.0,46.0,98.57,1185000.0,47.5058,-122.1157
5495,98059,"Seattle, WA metro area",2026-03-31,69.0,1099950.0,9.0,110.0,140.0,77.0,59.0,99.41,1099998.0,47.5058,-122.1157
5496,98059,"Seattle, WA metro area",2026-04-30,78.0,1069975.0,6.0,133.0,168.0,86.0,76.0,99.83,1094000.0,47.5058,-122.1157
5497,98059,"Seattle, WA metro area",2026-05-31,87.0,1100000.0,7.0,141.0,186.0,87.0,90.0,99.86,1049000.0,47.5058,-122.1157
5498,98059,"Seattle, WA metro area",2026-06-30,86.0,983750.0,9.0,146.0,204.0,92.0,97.0,99.57,998000.0,47.5058,-122.1157
5499,98059,"Seattle, WA metro area",2026-07-31,95.0,1099808.0,14.0,143.0,220.0,94.0,107.0,99.28,965416.0,47.5058,-122.1157
5500,98065,"Seattle, WA metro area",2016-03-31,40.0,573000.0,5.0,87.0,94.0,80.0,19.0,100.54,615000.0,47.5293,-121.8225
5501,98065,"Seattle, WA metro area",2016-04-30,66.0,551250.0,5.0,114.0,124.0,111.0,24.0,100.91,620000.0,47.5293,-121.8225
5502,98065,"Seattle, WA metro area",2016-05-31,80.0,580000.0,5.0,121.0,144.0,133.0,24.0,101.24,615000.0,47.5293,-121.8225
5503,98065,"Seattle, WA metro area",2016-06-30,96.0,580500.0,5.0,149.0,168.0,143.0,41.0,101.64,625000.0,47.5293,-121.8225
5504,98065,"Seattle, WA metro area",2016-07-31,97.0,611500.0,5.0,152.0,176.0,144.0,41.0,101.92,616403.0,47.5293,-121.8225
5505,98065,"Seattle, WA metro area",2016-08-31,108.0,611150.0,5.0,138.0,162.0,131.0,41.0,101.86,617500.0,47.5293,-121.8225
5506,98065,"Seattle, WA metro area",2016-09-30,96.0,610500.0,8.0,112.0,151.0,134.0,26.0,101.46,594500.0,47.5293,-121.8225
5507,98065,"Seattle, WA metro area",2016-10-31,98.0,600000.0,9.0,91.0,131.0,123.0,29.0,100.82,599000.0,47.5293,-121.8225
5508,98065,"Seattle, WA metro area",2016-11-30,84.0,599900.0,10.0,74.0,114.0,96.0,20.0,100.18,597000.0,47.5293,-121.8225
5509,98065,"Seattle, WA metro area",2016-12-31,89.0,611000.0,9.0,51.0,77.0,59.0,10.0,99.71,599950.0,47.5293,-121.8225
5510,98065,"Seattle, WA metro area",2017-01-31,74.0,614895.0,8.0,48.0,77.0,56.0,17.0,99.32,720000.0,47.5293,-121.8225
5511,98065,"Seattle, WA metro area",2017-02-28,66.0,616318.0,7.0,61.0,80.0,67.0,14.0,99.66,740000.0,47.5293,-121.8225
